id,name,usage_count,reason
551,羊奶粉,16,烘焙或乳制加工食品
552,铁观音,16,不属于指南允许的基础原生食材类别
553,油浸金枪鱼罐头,16,成品、半成品或加工食品
554,布丁,16,成品、半成品或加工食品
555,黑加仑葡萄干,16,成品、半成品或加工食品
556,酸奶发酵剂,16,饮料、酒类或乳制品不属于本版核心原生食材
557,扇骨,16,不属于指南允许的基础原生食材类别
558,低筋,16,不属于指南允许的基础原生食材类别
559,克牛奶,16,饮料、酒类或乳制品不属于本版核心原生食材
560,葛根粉,16,成品、半成品或加工食品
561,虾丸,16,成品、半成品或加工食品
562,果泥,16,不属于指南允许的基础原生食材类别
563,薄饼,16,不属于指南允许的基础原生食材类别
564,锅底,16,不属于指南允许的基础原生食材类别
565,部位,16,不属于指南允许的基础原生食材类别
566,慕斯蛋糕,16,烘焙或乳制加工食品
567,巧克力馅,16,烘焙或乳制加工食品
568,豆腐豆腐,16,豆制品或淀粉制品（严格模式排除）
569,就行面粉,16,成品、半成品或加工食品
570,玉竹,16,不属于指南允许的基础原生食材类别
571,肠衣,16,不属于指南允许的基础原生食材类别
572,马斯卡彭,16,不属于指南允许的基础原生食材类别
573,肉丸子,16,成品、半成品或加工食品
574,月饼皮,16,成品、半成品或加工食品
575,蛋糕卷,16,烘焙或乳制加工食品
576,派皮,16,不属于指南允许的基础原生食材类别
577,猪大肠,16,成品、半成品或加工食品
578,白面包,16,烘焙或乳制加工食品
579,花旗参,16,不属于指南允许的基础原生食材类别
580,土司面包,16,烘焙或乳制加工食品
581,自发面粉,15,成品、半成品或加工食品
582,酸奶菌粉,15,饮料、酒类或乳制品不属于本版核心原生食材
583,橘皮,15,不属于指南允许的基础原生食材类别
584,奶油夹心,15,烘焙或乳制加工食品
585,山楂干,15,不属于指南允许的基础原生食材类别
586,玻璃罐子,15,不属于指南允许的基础原生食材类别
587,苦苣,15,不属于指南允许的基础原生食材类别
588,干百合,15,不属于指南允许的基础原生食材类别
589,益力多,15,不属于指南允许的基础原生食材类别
590,广式香肠,15,加工肉制品
591,融化巧克力,15,烘焙或乳制加工食品
592,粿条,15,不属于指南允许的基础原生食材类别
593,巧克力币,15,烘焙或乳制加工食品
594,脱脂奶,15,饮料、酒类或乳制品不属于本版核心原生食材
595,德芙巧克力,15,烘焙或乳制加工食品
596,多少马苏里拉芝士,15,烘焙或乳制加工食品
597,干奶酪,15,烘焙或乳制加工食品
598,干酪粉,15,不属于指南允许的基础原生食材类别
599,一品鲜,15,不属于指南允许的基础原生食材类别
600,酸奶发酵粉,15,饮料、酒类或乳制品不属于本版核心原生食材
601,热狗,15,不属于指南允许的基础原生食材类别
602,绿豆沙,15,成品、半成品或加工食品
603,酸奶菌,15,饮料、酒类或乳制品不属于本版核心原生食材
604,餐包,15,不属于指南允许的基础原生食材类别
605,红茶茶包,15,不属于指南允许的基础原生食材类别
606,燕麦麸皮,15,不属于指南允许的基础原生食材类别
607,粗粮,15,不属于指南允许的基础原生食材类别
608,蛋糕模,15,烘焙或乳制加工食品
609,小虾米,15,成品、半成品或加工食品
610,水浸金枪鱼罐头,15,成品、半成品或加工食品
611,菠萝罐头,15,成品、半成品或加工食品
612,吞拿鱼罐头,15,成品、半成品或加工食品
613,巧克力蛋糕,15,烘焙或乳制加工食品
614,甜味剂,15,不属于指南允许的基础原生食材类别
615,小香肠,15,加工肉制品
616,就好了,15,不属于指南允许的基础原生食材类别
617,绳子,15,不属于指南允许的基础原生食材类别
618,大米饭,15,成品、半成品或加工食品
619,婴儿奶粉,15,烘焙或乳制加工食品
620,低筋麵粉,15,不属于指南允许的基础原生食材类别
621,咖啡液,15,饮料、酒类或乳制品不属于本版核心原生食材
622,披萨底,15,成品、半成品或加工食品
623,蚝干,15,不属于指南允许的基础原生食材类别
624,杂粮粉,15,不属于指南允许的基础原生食材类别
625,酥皮,15,不属于指南允许的基础原生食材类别
626,勾芡,15,不属于指南允许的基础原生食材类别
627,紫皮洋葱,15,不属于指南允许的基础原生食材类别
628,洛神花,15,不属于指南允许的基础原生食材类别
629,吐司粉,15,烘焙或乳制加工食品
630,石斛,15,不属于指南允许的基础原生食材类别
631,金华火腿,15,加工肉制品
632,腌肉,15,加工肉制品
633,烟熏火腿,15,加工肉制品
634,白吐司,15,烘焙或乳制加工食品
635,青汁粉,15,不属于指南允许的基础原生食材类别
636,全麦饼干,15,烘焙或乳制加工食品
637,百叶,15,不属于指南允许的基础原生食材类别
638,炒饭,14,成品、半成品或加工食品
639,农夫山泉,14,不属于指南允许的基础原生食材类别
640,香松,14,不属于指南允许的基础原生食材类别
641,去腥,14,不属于指南允许的基础原生食材类别
642,红曲米粉,14,成品、半成品或加工食品
643,五谷杂粮,14,不属于指南允许的基础原生食材类别
644,马斯卡彭芝士,14,烘焙或乳制加工食品
645,三花淡奶,14,饮料、酒类或乳制品不属于本版核心原生食材
646,柿子,14,不属于指南允许的基础原生食材类别
647,法芙娜可可粉,14,成品、半成品或加工食品
648,磅蛋糕,14,烘焙或乳制加工食品
649,美食,14,不属于指南允许的基础原生食材类别
650,白饭,14,不属于指南允许的基础原生食材类别
651,雪里蕻,14,不属于指南允许的基础原生食材类别
652,梅子,14,不属于指南允许的基础原生食材类别
653,香料粉,14,不属于指南允许的基础原生食材类别
654,吐司盒,14,烘焙或乳制加工食品
655,汉堡面包,14,烘焙或乳制加工食品
656,芒果干,14,成品、半成品或加工食品
657,银鱼干,14,成品、半成品或加工食品
658,折耳根,14,不属于指南允许的基础原生食材类别
659,汤包,14,不属于指南允许的基础原生食材类别
660,香辣蘸料,14,不属于指南允许的基础原生食材类别
661,锅水,14,不属于指南允许的基础原生食材类别
662,碎芝士,14,烘焙或乳制加工食品
663,墨鱼干,14,成品、半成品或加工食品
664,甜酒曲,14,不属于指南允许的基础原生食材类别
665,小鱼干,14,成品、半成品或加工食品
666,料粉,14,不属于指南允许的基础原生食材类别
667,东北酸菜,14,成品、半成品或加工食品
668,曲奇饼干,14,烘焙或乳制加工食品
669,面包切片,14,烘焙或乳制加工食品
670,拌饭料,14,不属于指南允许的基础原生食材类别
671,戚风蛋糕一个,14,烘焙或乳制加工食品
672,布里奶酪,14,烘焙或乳制加工食品
673,粽子,14,不属于指南允许的基础原生食材类别
674,宜宾芽菜,14,成品、半成品或加工食品
675,意大利综合香料,14,不属于指南允许的基础原生食材类别
676,水果干,14,成品、半成品或加工食品
677,黑芝麻汤圆,14,不属于指南允许的基础原生食材类别
678,绿茶包,14,不属于指南允许的基础原生食材类别
679,克清水,14,不属于指南允许的基础原生食材类别
680,料理包,14,不属于指南允许的基础原生食材类别
681,版本,14,不属于指南允许的基础原生食材类别
682,起来,14,不属于指南允许的基础原生食材类别
683,椰粉,14,不属于指南允许的基础原生食材类别
684,白面粉,14,成品、半成品或加工食品
685,蛋皮,14,不属于指南允许的基础原生食材类别
686,生花生,14,不属于指南允许的基础原生食材类别
687,仙草粉,14,不属于指南允许的基础原生食材类别
688,黑莓,14,不属于指南允许的基础原生食材类别
689,酥粒,14,不属于指南允许的基础原生食材类别
690,蛋糕层,14,烘焙或乳制加工食品
691,茉莉,14,不属于指南允许的基础原生食材类别
692,芝麻海苔,14,成品、半成品或加工食品
693,蔬果,14,不属于指南允许的基础原生食材类别
694,克低筋面粉,13,成品、半成品或加工食品
695,黑米粉,13,成品、半成品或加工食品
696,玻璃容器,13,工具、包装或操作说明
697,味增,13,不属于指南允许的基础原生食材类别
698,内脂,13,不属于指南允许的基础原生食材类别
699,奥尔良烤翅料,13,不属于指南允许的基础原生食材类别
700,肠粉专粉,13,不属于指南允许的基础原生食材类别
701,千页豆腐,13,豆制品或淀粉制品（严格模式排除）
702,猪肉松,13,加工肉制品
703,高筋,13,不属于指南允许的基础原生食材类别
704,蔓越梅干,13,不属于指南允许的基础原生食材类别
705,雪媚娘皮,13,不属于指南允许的基础原生食材类别
706,珍珠粉圆,13,不属于指南允许的基础原生食材类别
707,配方奶粉,13,烘焙或乳制加工食品
708,葡萄干蔓越莓干,13,成品、半成品或加工食品
709,阿华田,13,不属于指南允许的基础原生食材类别
710,法香,13,不属于指南允许的基础原生食材类别
711,烘焙巧克力,13,烘焙或乳制加工食品
712,全脂纯牛奶,13,饮料、酒类或乳制品不属于本版核心原生食材
713,黑咖啡粉,13,饮料、酒类或乳制品不属于本版核心原生食材
714,冷饭,13,不属于指南允许的基础原生食材类别
715,苏子叶,13,不属于指南允许的基础原生食材类别
716,寒天粉,13,不属于指南允许的基础原生食材类别
717,韧豆腐,13,豆制品或淀粉制品（严格模式排除）
718,披萨,13,成品、半成品或加工食品
719,鼠尾草,13,不属于指南允许的基础原生食材类别
720,肉皮,13,不属于指南允许的基础原生食材类别
721,小汤圆,13,不属于指南允许的基础原生食材类别
722,黄原胶,13,不属于指南允许的基础原生食材类别
723,百利甜,13,不属于指南允许的基础原生食材类别
724,葵花籽,13,不属于指南允许的基础原生食材类别
725,水果罐头,13,成品、半成品或加工食品
726,小米粉,13,成品、半成品或加工食品
727,夏威夷果,13,不属于指南允许的基础原生食材类别
728,六月鲜,13,不属于指南允许的基础原生食材类别
729,配料表,13,不属于指南允许的基础原生食材类别
730,小饼干,13,烘焙或乳制加工食品
731,火锅食材,13,不属于指南允许的基础原生食材类别
732,酱肉,13,不属于指南允许的基础原生食材类别
733,杏干,13,成品、半成品或加工食品
734,海绵蛋糕胚,13,烘焙或乳制加工食品
735,巧克力味,13,烘焙或乳制加工食品
736,风味,13,不属于指南允许的基础原生食材类别
737,奶油生菜,13,烘焙或乳制加工食品
738,麻辣香肠,13,加工肉制品
739,色拉,13,不属于指南允许的基础原生食材类别
740,香味,13,不属于指南允许的基础原生食材类别
741,车达奶酪,13,烘焙或乳制加工食品
742,坚果果干,13,成品、半成品或加工食品
743,甜味,13,不属于指南允许的基础原生食材类别
744,丁香粉,13,不属于指南允许的基础原生食材类别
745,烧烤蘸料,13,不属于指南允许的基础原生食材类别
746,一半水,13,不属于指南允许的基础原生食材类别
747,坚果奶,13,饮料、酒类或乳制品不属于本版核心原生食材
748,水清水,13,不属于指南允许的基础原生食材类别
749,海绵蛋糕体,13,烘焙或乳制加工食品
750,磨成粉,13,不属于指南允许的基础原生食材类别
751,盘子,13,不属于指南允许的基础原生食材类别
752,白色,13,不属于指南允许的基础原生食材类别
753,包子,13,成品、半成品或加工食品
754,卤子,13,不属于指南允许的基础原生食材类别
755,水果水果,13,不属于指南允许的基础原生食材类别
756,味噌,13,不属于指南允许的基础原生食材类别
757,干虾米,13,成品、半成品或加工食品
758,肥肠,13,成品、半成品或加工食品
759,直饮水,13,不属于指南允许的基础原生食材类别
760,水豆腐,13,豆制品或淀粉制品（严格模式排除）
761,戚风胚,13,不属于指南允许的基础原生食材类别
762,馅儿料,13,不属于指南允许的基础原生食材类别
763,茯苓,13,不属于指南允许的基础原生食材类别
764,琼脂,13,成品、半成品或加工食品
765,巧克力戚风,13,烘焙或乳制加工食品
